AB030584|S000007457	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
AB030585|S000469290	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB030911|S000427635	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Intrasporangiaceae;Tetrasphaera
AB031061|S000382903	Root;Bacteria;Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Collinsella
AB031063|S000382905	Root;Bacteria;Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Collinsella
AB032015|S000018936	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium
AB032349|S000469291	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
AB032350|S000469292	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
AB032351|S000469293	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
AB032352|S000469294	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
AB032354|S000469296	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
AB032356|S000469298	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
AB032501|S000382981	Root;Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Tenacibaculum
AB032505|S000382985	Root;Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Tenacibaculum
AB032506|S000382986	Root;Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Tenacibaculum
AB033209|S000382995	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
AB035416|S000469299	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia
AB035549|S000015833	Root;Bacteria;Cyanobacteria;Cyanobacteria;Family 1.1;Microcystis
AB035723|S000383099	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Pelotomaculum
AB036759|S000064824	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Pseudoramibacter
AB036995|S000383145	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
AB036996|S000383146	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
AB036998|S000383148	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
AB036999|S000383149	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
AB037000|S000383150	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
AB037001|S000383151	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
AB037002|S000383152	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
AB037003|S000383153	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
AB037004|S000383154	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
AB037005|S000383155	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
AB037006|S000383156	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
AB037007|S000383157	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Kineosporiaceae;Cryptosporangium
AB037008|S000383158	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
AB037009|S000383159	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
AB037010|S000383160	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
AB037012|S000383162	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
AB037474|S000383167	Root;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Haloferax
AB037677|S000018099	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Alkaliphilus
AB037874|S000383168	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Mogibacterium
AB037875|S000383169	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Mogibacterium
AB037910|S000004827	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
AB038359|S000383173	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus
AB038361|S000020798	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Gallicola
AB038795|S000383202	Root;Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus
AB039002|S000014729	Root;Bacteria;Cyanobacteria;Cyanobacteria;Family 4.1;Nodularia
AB039005|S000012080	Root;Bacteria;Cyanobacteria;Cyanobacteria;Family 2.2;Chroococcidiopsis
AB039014|S000010115	Root;Bacteria;Cyanobacteria;Cyanobacteria;Family 3.1;Oscillatoria
AB039015|S000000475	Root;Bacteria;Cyanobacteria;Cyanobacteria;Family 3.1;Oscillatoria
AB039768|S000383207	Root;Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga
AB039769|S000383208	Root;Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga
AB039959|S000022532	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptosporangineae;Streptosporangiaceae;Nonomuraea
AB040495|S000145577	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Incertae sedis 9;Oscillospira
AB040739|S000019816	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium
AB041226|S000469300	Root;Bacteria;Chloroflexi;Chloroflexi;Chloroflexales;Chloroflexaceae;Roseiflexus
AB041720|S000089478	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
AB041885|S000002852	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
AB042055|S000383220	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus
AB042056|S000383221	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus
AB042059|S000383224	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus
AB042094|S000003377	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Okibacterium
AB042233|S000016991	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium
AB042532|S000383242	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix
AB042545|S000383255	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix
AB042819|S000018394	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix
AB042938|S000383256	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
AB043846|S000383265	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
AB043851|S000383270	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
AB043852|S000383271	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
AB043858|S000383277	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
AB043864|S000383283	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
AB045012|S000469302	Root;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halobiforma
AB045858|S000012607	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB045861|S000002976	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB045869|S000004208	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB045872|S000011833	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB045876|S000014522	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB045877|S000011834	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB045878|S000001869	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB045879|S000001870	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB045880|S000021803	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB045882|S000005383	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB045883|S000007214	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB045886|S000007644	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB045887|S000022092	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB045890|S000002613	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB046357|S000015177	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Nocardiaceae;Rhodococcus
AB046413|S000383421	Root;Bacteria;Chloroflexi;Anaerolineae;Anaerolinaeles;Anaerolinaeceea;Anaerolinea
AB047364|S000260195	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis
AB047490|S000383428	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Kineosporiaceae;Cryptosporangium
AB047684|S000083979	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
AB048833|S000383460	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
AB049195|S000383485	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
AB049630|S000383488	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Dietziaceae;Dietzia
AB050825|S000009145	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Edwardsiella
AB050826|S000007645	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Edwardsiella
AB050827|S000004636	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Edwardsiella
AB052160|S000383539	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas
AB052706|S000469304	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
AB052710|S000469308	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
AB052714|S000469312	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
AB053951|S000383585	Root;Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfuricurvum
AB054961|S000383706	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus
AB054986|S000383720	Root;Bacteria;Firmicutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Phytoplasma
AB055121|S000469421	Root;Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus
AB055863|S000383774	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
AB055906|S000106168	Root;Bacteria;Firmicutes;Mollicutes;Incertae sedis 8;Erysipelotrichaceae;Erysipelothrix
AB055963|S000383775	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
AB056129|S000009040	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Rarobacteraceae;Rarobacter
AB056321|S000469432	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Kozakia
AB057722|S000383911	Root;Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanothermococcus
AB058394|S000002952	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Actinosynnemataceae;Actinokineospora
AB058395|S000003748	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Actinosynnemataceae;Actinokineospora
AB058396|S000014838	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Actinosynnemataceae;Actinokineospora
AB058919|S000383917	Root;Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Reichenbachiella
AB060132|S000383937	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
AB060137|S000383942	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
AB061273|S000102613	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseibacterium
AB061441|S000122191	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Thermaerobacter
AB062280|S000383946	Root;Bacteria;Firmicutes;Clostridia;Thermoanaerobacteriales;Thermoanaerobacteriaceae;Thermanaeromonas
AB062381|S000384008	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptosporangineae;Streptosporangiaceae;Planomonospora
AB062382|S000384009	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptosporangineae;Streptosporangiaceae;Planomonospora
AB062383|S000011381	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptosporangineae;Streptosporangiaceae;Microtetraspora
AB062751|S000022588	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystineae;Haliangiaceae;Haliangium
AB063324|S000334592	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
AB063479|S000384091	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
AB063630|S000469433	Root;Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Vulcanisaeta
AB063645|S000469448	Root;Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Vulcanisaeta
AB063647|S000469450	Root;Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum
AB064317|S000384110	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter
AB065297|S000334596	Root;Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus
AB067647|S000384427	Root;Bacteria;Chloroflexi;Anaerolineae;Caldilineae;Caldilineales;Caldilineacea;Caldilinea
AB067734|S000384429	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Nocardiaceae;Rhodococcus
AB070237|S000017844	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
AB071324|S000018330	Root;Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae;Sulfurihydrogenibium
AB071382|S000384493	Root;Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Vitellibacter
AB071665|S000021075	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Tistrella
AB071701|S000384494	Root;Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosaetaceae;Methanothrix
AB071950|S000334610	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter
AB071951|S000334611	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Nocardiaceae;Rhodococcus
AB071952|S000334612	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Rothia
AB071954|S000334613	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
AB071955|S000334614	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
AB072496|S000384505	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Intrasporangiaceae;Tetrasphaera
AB072735|S000251887	Root;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
AB073132|S000334621	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera
AB073978|S000384583	Root;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Opitutaceae;Opitutus
AB074193|S000133895	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas
AB074520|S000384592	Root;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Aquaspirillum
AB074521|S000384593	Root;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Aquaspirillum
AB074522|S000384594	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Giesbergeria
AB074523|S000384595	Root;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Aquaspirillum
AB074524|S000384596	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum
AB074527|S000384597	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Giesbergeria
AB075017|S000146281	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia
AB075230|S000121350	Root;Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium
AB076000|S000020486	Root;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Aquaspirillum
AB076561|S000334627	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Incertae sedis 7;Agarivorans
AB076610|S000116588	Root;Bacteria;Firmicutes;Clostridia;Thermoanaerobacteriales;Thermoanaerobacteriaceae;Sporotomaculum
AB076660|S000364540	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus
AB077037|S000106516	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Macromonas
AB077817|S000384714	Root;Bacteria;Firmicutes;Clostridia;Thermoanaerobacteriales;Thermodesulfobiaceae;Thermodesulfobium
AB078042|S000384736	Root;Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Cryomorphaceae;Crocinitomix
AB078055|S000384749	Root;Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Chitinophaga
AB078826|S000642011	Root;Bacteria;Bacteroidetes;Bacteroidetes;Bacteroidales;Prevotellaceae;Xylanibacter
AB078842|S000457665	Root;Bacteria;Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae;Paludibacter
AB078858|S000384783	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Propionicimonas
AB078897|S000469461	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
AB079382|S000384787	Root;Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Marinithermus
